Selected Short Stories,56,Mar
Selected Short Stories,70,May
Selected Short Stories,32,Nov
Selected Short Stories,64,Oct
Selected Short Stories,25,Sep
Signal and the Noise,19,Apr
Signal and the Noise,35,Aug
Signal and the Noise,12,Dec
Signal and the Noise,39,Feb
Signal and the Noise,19,Jan
Signal and the Noise,15,Jul
Signal and the Noise,5,Jun
Signal and the Noise,41,Mar
Signal and the Noise,36,May
Signal and the Noise,15,Nov
Signal and the Noise,65,Oct
Signal and the Noise,65,Sep
Slaughterhouse Five,21,Apr
Slaughterhouse Five,33,Aug
Slaughterhouse Five,36,Dec
Slaughterhouse Five,10,Feb
Slaughterhouse Five,23,Jan
Slaughterhouse Five,20,Jul
Slaughterhouse Five,19,Jun
Slaughterhouse Five,43,Mar
Slaughterhouse Five,56,May
Slaughterhouse Five,42,Nov
Slaughterhouse Five,23,Oct
Slaughterhouse Five,29,Sep
Social Choice & Welfare,30,Apr
Social Choice & Welfare,43,Aug
Social Choice & Welfare,29,Dec
Social Choice & Welfare,44,Feb
Social Choice & Welfare,33,Jan
Social Choice & Welfare,34,Jul
Social Choice & Welfare,19,Jun
Social Choice & Welfare,25,Mar
Social Choice & Welfare,20,May
Social Choice & Welfare,22,Nov
Social Choice & Welfare,13,Oct
Social Choice & Welfare,32,Sep
Soft Computing & Intelligent Systems,46,Apr
Soft Computing & Intelligent Systems,24,Aug
Soft Computing & Intelligent Systems,37,Dec
Soft Computing & Intelligent Systems,24,Feb
Soft Computing & Intelligent Systems,38,Jan
Soft Computing & Intelligent Systems,29,Jul
Soft Computing & Intelligent Systems,29,Jun
Soft Computing & Intelligent Systems,67,Mar
Soft Computing & Intelligent Systems,27,May
Soft Computing & Intelligent Systems,22,Nov
Soft Computing & Intelligent Systems,22,Oct
Soft Computing & Intelligent Systems,20,Sep
Statistical Decision Theory',40,Apr
Statistical Decision Theory',21,Aug
Statistical Decision Theory',24,Dec
Statistical Decision Theory',42,Feb
Statistical Decision Theory',25,Jan
Statistical Decision Theory',17,Jul
Statistical Decision Theory',52,Mar
Statistical Decision Theory',34,May
Statistical Decision Theory',24,Nov
Statistical Decision Theory',23,Oct
Statistical Decision Theory',21,Sep
Statistical Learning Theory,11,Apr
Statistical Learning Theory,41,Aug
Statistical Learning Theory,31,Dec
Statistical Learning Theory,30,Feb
Statistical Learning Theory,26,Jan
Statistical Learning Theory,34,Jun
Statistical Learning Theory,45,Mar
Statistical Learning Theory,10,May
Statistical Learning Theory,32,Nov
Statistical Learning Theory,36,Oct
Statistical Learning Theory,14,Sep
Structure and Randomness,15,Apr
Structure and Randomness,24,Aug
Structure and Randomness,29,Dec
Structure and Randomness,13,Feb
Structure and Randomness,39,Jan
Structure and Randomness,23,Jul
Structure and Randomness,26,Jun
Structure and Randomness,34,Mar
Structure and Randomness,21,May
Structure and Randomness,43,Nov
Structure and Randomness,45,Oct
Structure and Randomness,31,Sep
Superfreakonomics,51,Apr
Superfreakonomics,45,Aug
Superfreakonomics,27,Dec
Superfreakonomics,41,Feb
Superfreakonomics,12,Jan
Superfreakonomics,31,Jul
Superfreakonomics,29,Jun
Superfreakonomics,76,Mar
Superfreakonomics,42,May
Superfreakonomics,34,Nov
Superfreakonomics,55,Oct
Superfreakonomics,35,Sep
Tales of Beedle the Bard,40,Apr
Tales of Beedle the Bard,21,Aug
Tales of Beedle the Bard,38,Dec
Tales of Beedle the Bard,28,Feb
Tales of Beedle the Bard,71,Jan
Tales of Beedle the Bard,16,Jul
Tales of Beedle the Bard,47,Jun
Tales of Beedle the Bard,10,Mar
Tales of Beedle the Bard,41,May
Tales of Beedle the Bard,42,Nov
Tales of Beedle the Bard,34,Oct
Tales of Beedle the Bard,36,Sep
Tales of Mystery and Imagination,28,Apr
Tales of Mystery and Imagination,24,Aug
Tales of Mystery and Imagination,59,Dec
Tales of Mystery and Imagination,41,Feb
Tales of Mystery and Imagination,58,Jan
Tales of Mystery and Imagination,28,Jul
Tales of Mystery and Imagination,39,Jun
Tales of Mystery and Imagination,36,Mar
Tales of Mystery and Imagination,37,May
Tales of Mystery and Imagination,15,Nov
Tales of Mystery and Imagination,16,Oct
Tales of Mystery and Imagination,33,Sep
Textbook of Economic Theory,68,Apr
Textbook of Economic Theory,52,Aug
Textbook of Economic Theory,20,Dec
Textbook of Economic Theory,39,Feb
Textbook of Economic Theory,34,Jan
Textbook of Economic Theory,46,Jul
Textbook of Economic Theory,21,Jun
Textbook of Economic Theory,30,Mar
Textbook of Economic Theory,45,May
Textbook of Economic Theory,22,Nov
Textbook of Economic Theory,33,Oct
Textbook of Economic Theory,20,Sep
Think Complexity,32,Apr
Think Complexity,15,Aug
Think Complexity,49,Dec
Think Complexity,26,Feb
Think Complexity,32,Jan
Think Complexity,13,Jul
Think Complexity,52,Jun
Think Complexity,43,Mar
Think Complexity,31,May
Think Complexity,40,Nov
Think Complexity,15,Oct
Think Complexity,22,Sep
To Sir With Love,24,Apr
To Sir With Love,47,Aug
To Sir With Love,32,Dec
To Sir With Love,20,Feb
To Sir With Love,27,Jan
To Sir With Love,46,Jul
To Sir With Love,45,Jun
To Sir With Love,39,Mar
To Sir With Love,40,May
To Sir With Love,34,Nov
To Sir With Love,17,Oct
To Sir With Love,56,Sep
Trembling of a Leaf,37,Apr
Trembling of a Leaf,30,Aug
Trembling of a Leaf,20,Dec
Trembling of a Leaf,10,Feb
Trembling of a Leaf,48,Jan
Trembling of a Leaf,9,Jul
Trembling of a Leaf,9,Jun
Trembling of a Leaf,45,Mar
Trembling of a Leaf,32,May
Trembling of a Leaf,31,Nov
Trembling of a Leaf,10,Oct
Trembling of a Leaf,7,Sep
Trial,30,Apr
Trial,64,Aug
Trial,25,Dec
Trial,16,Feb
Trial,19,Jan
Trial,14,Jul
Trial,36,Jun
Trial,16,Mar
Trial,57,May
Trial,15,Nov
Trial,37,Oct
Trial,49,Sep
Urlasurla,35,Apr
Urlasurla,31,Aug
Urlasurla,40,Dec
Urlasurla,36,Feb
Urlasurla,26,Jan
Urlasurla,42,Jul
Urlasurla,21,Jun
Urlasurla,50,Mar
Urlasurla,28,May
Urlasurla,23,Nov
Urlasurla,51,Oct
Urlasurla,41,Sep
Veteran,8,Apr
Veteran,48,Aug
Veteran,26,Dec
Veteran,9,Feb
Veteran,24,Jan
Veteran,12,Jul
Veteran,27,Jun
Veteran,19,Mar
Veteran,41,May
Veteran,39,Nov
Veteran,40,Oct
Veteran,38,Sep
We the Living,17,Apr
We the Living,16,Aug
We the Living,9,Dec
We the Living,34,Feb
We the Living,21,Jan
We the Living,49,Jul
We the Living,33,Jun
We the Living,21,Mar
We the Living,20,May
We the Living,26,Nov
We the Living,8,Oct
We the Living,22,Sep
Wealth of Nations,39,Apr
Wealth of Nations,69,Aug
Wealth of Nations,26,Dec
Wealth of Nations,40,Feb
Wealth of Nations,24,Jan
Wealth of Nations,21,Jul
Wealth of Nations,26,Jun
Wealth of Nations,44,Mar
Wealth of Nations,32,May
Wealth of Nations,33,Nov
Wealth of Nations,48,Oct
Wealth of Nations,33,Sep
Winter of Our Discontent,22,Apr
Winter of Our Discontent,32,Aug
Winter of Our Discontent,44,Dec
Winter of Our Discontent,30,Feb
Winter of Our Discontent,28,Jan
Winter of Our Discontent,54,Jul
Winter of Our Discontent,36,Jun
Winter of Our Discontent,27,Mar
Winter of Our Discontent,68,May
Winter of Our Discontent,36,Nov
Winter of Our Discontent,45,Oct
Winter of Our Discontent,28,Sep
World's Greatest Short Stories,25,Apr
World's Greatest Short Stories,9,Aug
World's Greatest Short Stories,17,Dec
World's Greatest Short Stories,31,Feb
World's Greatest Short Stories,83,Jan
World's Greatest Short Stories,1,Jul
World's Greatest Short Stories,23,Jun
World's Greatest Short Stories,54,Mar
World's Greatest Short Stories,43,May
World's Greatest Short Stories,15,Nov
World's Greatest Short Stories,28,Oct
World's Greatest Short Stories,37,Sep
