payment_txn_id,payment_txn_success,failure_reason
qD-551442,N,Incorrect Pin
he-297794,Y,
Ah-466139,Y,
yX-930844,Y,
OA-799335,Y,
DJ-649269,N,The consumers account is suspended or closed 
bQ-670540,Y,
qK-823434,N,Credit or debit card is canceled
va-161569,Y,
Up-193880,N,Credit or debit card is expired 
Wk-816422,Y,
JM-879939,N,The billing address is invalid 
AC-040835,N,Merchant account blocks the transaction
re-779465,Y,
Dd-954098,Y,
Qp-133905,Y,
Lz-166098,Y,
nu-286053,Y,
ZF-177740,Y,
XG-691624,Y,
GV-590460,Y,
Ht-794684,N,The payment gateway does not support
Rk-032354,Y,
vp-987751,Y,
LX-547642,Y,
DJ-409177,N,The consumers account is suspended or closed 
ex-051168,Y,
xb-038116,N,The payment gateway does not support
xh-698300,Y,
AO-700331,Y,
Fr-480608,Y,
TY-667338,Y,
SO-854863,Y,
dQ-975683,Y,
uO-507877,Y,
HE-813982,N,Credit or debit card is expired 
Hy-530433,Y,
vI-567537,Y,
WH-752704,Y,
eo-652386,Y,
zE-338946,Y,
hB-199521,Y,
ZT-556186,Y,
WC-670033,Y,
yH-702384,Y,
MF-854929,Y,
gO-102996,Y,
RY-351885,N,The payment gateway does not support
HO-424709,Y,
nO-120393,Y,
Hm-502258,Y,
yr-328379,Y,
tc-618267,Y,
bJ-750415,Y,
xm-991157,Y,
Ob-855820,N,Incorrect Pin
DF-483874,N,The payment gateway does not support
Kr-188867,Y,
ng-263912,Y,
py-860595,Y,
yv-518520,Y,
sj-244017,Y,
Si-375258,Y,
IU-166282,Y,
xf-385880,Y,
UN-484495,Y,
Qj-199171,Y,
up-529533,N,Credit or debit card is expired 
gc-827202,Y,
mC-161122,N,Credit or debit card is canceled
EU-138968,N,The consumers account is suspended or closed 
mv-902143,Y,
CT-383962,Y,
DA-426755,Y,
sC-100904,N,Credit or debit card is expired 
cj-894717,Y,
yI-626087,Y,
tM-747093,Y,
dQ-830918,Y,
wV-928487,Y,
Qe-049758,Y,
dy-553332,N,The payment gateway does not support
bX-909402,N,The consumers account is suspended or closed 
dt-796674,Y,
vE-064101,Y,
sh-665900,Y,
PZ-167930,N,Credit or debit card is canceled
es-192255,Y,
rW-228808,N,The payment gateway does not support
Ir-605941,Y,
Sd-044536,N,Credit or debit card is expired 
OL-828641,Y,
hS-291977,Y,
yE-659054,Y,
Uy-000384,Y,
pc-777127,Y,
pu-527685,N,Credit or debit card is expired 
Xl-138392,N,The billing address is invalid 
HK-144657,Y,
tH-458902,Y,
CA-014345,Y,
ud-899004,Y,
Iv-779803,Y,
aE-597153,N,Incorrect Pin
yY-188576,Y,
Lt-552569,Y,
xe-096206,Y,
wt-167328,Y,
Fn-562919,Y,
OB-050232,Y,
AB-794832,Y,
Pz-897253,Y,
Vh-504482,N,Credit or debit card is expired 
Ob-877097,Y,
PA-923634,Y,
kb-904112,N,Incorrect Pin
JL-774555,Y,
kk-251923,N,The payment gateway does not support
Ay-000110,N,The consumers account is suspended or closed 
GE-454010,Y,
DA-837503,Y,
gD-385401,Y,
Nj-694376,Y,
sz-658775,Y,
Vp-303707,N,The billing address is invalid 
rJ-172015,Y,
dX-969586,N,The billing address is invalid 
Tc-424457,Y,
bV-656929,Y,
zD-721269,Y,
PT-221027,Y,
OO-621245,Y,
Mi-278544,Y,
eb-152584,N,The payment gateway does not support
od-837052,Y,
gM-978963,Y,
aG-720418,Y,
xR-637499,Y,
cv-883901,Y,
kl-706147,Y,
bm-618290,Y,
fz-071874,Y,
ug-541284,N,The consumers account is suspended or closed 
hk-714810,Y,
Pz-294143,N,The billing address is invalid 
ej-232661,Y,
xA-821469,Y,
PW-229023,Y,
hi-284891,Y,
vQ-378481,Y,
Uc-332589,Y,
ud-345186,Y,
RQ-354584,Y,
Fo-104128,Y,
Iw-278072,Y,
na-481328,Y,
VS-013851,Y,
PC-975435,Y,
Oq-010828,Y,
KH-401426,Y,
RW-867017,Y,
ad-781555,Y,
Zx-976491,Y,
SD-801907,Y,
Ke-514014,Y,
bP-184861,Y,
Yf-918752,Y,
tU-429894,Y,
Mh-032096,Y,
hE-753924,Y,
uC-414098,Y,
DR-184059,Y,
rM-497927,Y,
Ud-424509,N,The consumers account is suspended or closed 
wa-521982,N,Incorrect Pin
ri-883914,N,Credit or debit card is canceled
Dl-944106,Y,
nB-638813,Y,
cX-851315,Y,
rN-444528,Y,
zH-220734,Y,
lS-585135,Y,
AE-195418,N,The payment gateway does not support
pt-946754,Y,
Uv-721435,Y,
Wp-738380,Y,
Ao-236264,N,Credit or debit card is expired 
fq-968097,N,Credit or debit card is expired 
Lr-011662,Y,
PA-422508,Y,
Hh-045961,N,Credit or debit card is canceled
Te-538490,Y,
Ca-576158,N,The consumers account is suspended or closed 
Xg-840819,Y,
YM-374183,Y,
Nx-173158,Y,
te-183827,Y,
qy-025332,Y,
fY-443898,Y,
ix-610120,Y,
hn-917461,N,Incorrect Pin
TX-352416,Y,
GH-001399,Y,
xV-860185,Y,
XX-779369,Y,
Kr-568324,N,The consumers account is suspended or closed 
iU-109670,Y,
xQ-766699,N,The consumers account is suspended or closed 
ju-315696,Y,
iC-407158,N,Incorrect Pin
qh-188647,Y,
TK-251375,Y,
IO-670374,Y,
FK-217373,N,Incorrect Pin
eI-377273,Y,
YH-923506,N,Incorrect Pin
Ha-620230,N,The consumers account is suspended or closed 
Av-240006,Y,
tp-917329,N,The consumers account is suspended or closed 
uS-639756,N,The consumers account is suspended or closed 
FN-488264,Y,
uj-742746,Y,
ox-022238,N,The billing address is invalid 
xp-929717,Y,
Fw-174680,Y,
zJ-524497,Y,
Zi-593485,Y,
gh-993111,Y,
BP-954797,Y,
VB-166044,Y,
bX-276540,N,Incorrect Pin
JK-068615,N,The billing address is invalid 
Zw-528300,Y,
Wx-151424,Y,
TP-322278,N,The payment gateway does not support
uu-072755,Y,
yD-657772,Y,
HO-112760,Y,
CG-201517,Y,
rK-810175,N,Incorrect Pin
Au-954548,Y,
Up-371456,Y,
LQ-136128,N,Credit or debit card is canceled
Br-453244,Y,
Jm-479849,Y,
OJ-565808,Y,
KX-749751,Y,
Nq-472378,Y,
Ir-246359,N,The payment gateway does not support
bG-639839,Y,
lj-387550,Y,
Et-994182,N,The payment gateway does not support
hU-367438,Y,
LJ-050716,Y,
Fg-498987,Y,
gt-364289,Y,
Ix-082888,Y,
sM-757948,Y,
oH-784832,Y,
DK-491838,Y,
cr-060334,Y,
ZC-593468,Y,
QM-659827,N,Merchant account blocks the transaction
ua-347816,N,Credit or debit card is expired 
eW-143168,Y,
Cg-590597,N,Credit or debit card is canceled
VI-065526,Y,
KG-401618,Y,
aj-283288,Y,
mP-941478,Y,
er-226502,N,Merchant account blocks the transaction
fa-614276,Y,
Nn-677969,N,Incorrect Pin
mr-651277,Y,
Ch-258685,Y,
xS-117377,N,Credit or debit card is expired 
ed-120003,Y,
LE-336045,Y,
tI-623789,Y,
sV-030130,Y,
Tg-927797,Y,
Qf-310445,Y,
xV-655431,N,Merchant account blocks the transaction
fU-653227,Y,
pw-332096,Y,
JP-045888,Y,
NB-437564,Y,
wY-108002,Y,
Bx-823223,Y,
AD-652323,Y,
oo-342305,N,The consumers account is suspended or closed 
KB-369824,Y,
aZ-119936,Y,
AD-845800,Y,
yl-028994,Y,
Jz-931339,Y,
Gu-165314,Y,
Wx-938499,Y,
yx-477181,Y,
AX-235163,Y,
tZ-582369,Y,
cX-168106,Y,
Nq-257314,Y,
mN-084782,Y,
Pg-534101,Y,
UK-583805,N,Credit or debit card is expired 
Hs-741206,N,Incorrect Pin
yw-759429,Y,
BM-890951,Y,
wD-604595,Y,
HX-336012,Y,
Vt-410422,Y,
br-286165,N,Merchant account blocks the transaction
Ct-924192,Y,
BL-328008,N,Credit or debit card is expired 
xg-271625,Y,
FN-424846,Y,
Aw-068467,N,Credit or debit card is canceled
vh-138482,N,The consumers account is suspended or closed 
gW-785061,Y,
eU-728305,Y,
Ih-752491,Y,
fM-526655,Y,
nA-886573,N,Incorrect Pin
NK-170640,Y,
Yy-348106,Y,
RB-912660,Y,
Wg-023805,Y,
hj-664692,Y,
zk-610425,Y,
WZ-876669,Y,
Cd-078247,Y,
Uo-762774,N,Credit or debit card is canceled
qr-830614,Y,
Yn-514170,N,The payment gateway does not support
Qe-199922,Y,
YW-544652,Y,
AT-813954,Y,
CC-630691,N,The consumers account is suspended or closed 
vE-180779,N,The consumers account is suspended or closed 
jW-934560,Y,
IF-492754,N,Merchant account blocks the transaction
VW-632528,Y,
ZJ-708282,N,The consumers account is suspended or closed 
jW-934861,Y,
wz-806620,Y,
nL-916157,N,The consumers account is suspended or closed 
yK-580161,Y,
HX-827222,Y,
nl-667098,Y,
Sn-959887,Y,
cl-240964,Y,
XD-181569,Y,
iV-999595,N,Incorrect Pin
Bu-199868,Y,
Ul-975094,Y,
ZG-070264,N,Merchant account blocks the transaction
su-046274,Y,
Nx-343515,N,Credit or debit card is canceled
Ld-718579,N,The payment gateway does not support
DN-964055,Y,
BK-745469,N,Credit or debit card is canceled
Sh-372574,Y,
Yt-685262,Y,
vN-971054,Y,
aI-908875,Y,
aF-235653,Y,
zo-625099,Y,
Dd-479113,Y,
gK-717167,Y,
Nm-772906,Y,
lx-753670,Y,
Ko-946674,Y,
vi-739118,N,Credit or debit card is expired 
yr-968142,Y,
ep-254679,Y,
nd-070018,Y,
kZ-380940,Y,
qs-633091,Y,
Sk-412254,Y,
Lf-530967,N,The billing address is invalid 
UU-756148,Y,
tb-691316,Y,
YS-350921,Y,
Jo-706717,Y,
JH-761060,Y,
vJ-668342,N,The consumers account is suspended or closed 
aX-518442,Y,
IG-872104,Y,
KG-882658,Y,
mZ-126060,Y,
nE-603553,Y,
aw-331090,Y,
lI-479633,N,The billing address is invalid 
Ov-196805,Y,
Yp-123187,Y,
ND-257484,Y,
AH-220285,N,The payment gateway does not support
Hm-288558,N,Credit or debit card is expired 
dp-757317,Y,
Sz-386473,Y,
Pt-748070,Y,
fv-370961,Y,
fO-564425,Y,
mB-887337,Y,
YI-039207,Y,
uI-817403,Y,
sn-453968,Y,
Kj-055579,Y,
vm-953764,N,The billing address is invalid 
cn-785440,Y,
fD-782842,Y,
cw-889034,Y,
Qv-261819,Y,
QZ-744735,Y,
Vo-957749,Y,
nE-916916,Y,
AQ-612444,Y,
Hm-486525,Y,
fm-595440,Y,
sb-006924,Y,
zT-828193,Y,
aM-115282,Y,
gz-623860,Y,
xP-161092,N,Credit or debit card is expired 
Pf-858585,Y,
LL-002503,Y,
ng-776160,Y,
LG-089092,Y,
Bu-050754,Y,
GS-868137,Y,
et-190654,N,The billing address is invalid 
Yv-022766,N,The payment gateway does not support
ZW-683248,Y,
Nq-067058,Y,
Wa-087566,Y,
qb-552461,Y,
kt-253595,Y,
Gb-368915,Y,
wQ-850299,Y,
ib-801234,Y,
is-997887,N,Incorrect Pin
RF-500883,Y,
fW-406650,Y,
xU-643576,Y,
Zf-183690,Y,
pk-673094,Y,
tX-646440,N,Incorrect Pin
yu-691426,Y,
hM-884966,Y,
xt-524830,Y,
Vc-085965,N,Merchant account blocks the transaction
YH-876901,Y,
EP-795950,Y,
EU-279638,Y,
Gr-751333,Y,
gw-336955,Y,
XH-927856,N,Credit or debit card is expired 
RP-940862,Y,
cG-731481,N,The consumers account is suspended or closed 
Un-465153,Y,
YI-764155,N,Credit or debit card is canceled
Ed-367079,Y,
hm-700982,N,Credit or debit card is expired 
Ie-572911,N,Merchant account blocks the transaction
SN-378857,Y,
Xh-086452,Y,
zD-385387,Y,
tY-400126,Y,
er-592295,Y,
EA-702385,Y,
BS-313646,Y,
ST-944271,Y,
HQ-771173,Y,
Wo-058860,N,Incorrect Pin
pq-753326,Y,
oj-849911,Y,
Dk-059548,N,Credit or debit card is expired 
wK-968932,N,The payment gateway does not support
It-606871,Y,
TW-045650,Y,
Rw-800142,N,Incorrect Pin
cR-376447,Y,
hR-978882,Y,
Di-698269,Y,
vO-085722,Y,
KT-302928,Y,
uj-516960,Y,
dB-815898,Y,
KC-665891,Y,
iL-456993,Y,
dA-937415,Y,
bm-634908,N,The consumers account is suspended or closed 
Vl-065008,Y,
nz-604311,Y,
Od-934717,Y,
eF-663912,Y,
vW-821416,Y,
Vf-058121,Y,
ep-794503,Y,
tI-938072,Y,
lN-201653,Y,
WD-938318,Y,
mV-312904,Y,
Bu-821269,N,Incorrect Pin
Gf-469188,Y,
IU-408325,Y,
ps-798796,N,The payment gateway does not support
Iw-814331,Y,
xd-619496,Y,
xQ-280625,N,The payment gateway does not support
YK-919625,Y,
hc-937918,N,The billing address is invalid 
xM-041394,Y,
AX-527925,Y,
UG-462802,N,Incorrect Pin
dT-723892,Y,
Ao-082395,Y,
gI-703674,Y,
Do-278705,Y,
BT-358674,Y,
sb-530044,Y,
aI-800332,N,Incorrect Pin
Ci-445195,Y,
mc-848526,Y,
EK-562190,Y,
rg-883873,N,Merchant account blocks the transaction
cG-218377,Y,
pD-500888,Y,
KV-830017,Y,
dk-525672,Y,
wm-019963,Y,
FN-161789,N,Credit or debit card is canceled
xp-189710,Y,
Kw-498807,Y,
bQ-906801,Y,
Oy-137398,Y,
FT-716539,Y,
WY-434571,Y,
Fh-941735,Y,
SS-626451,N,The billing address is invalid 
yd-255407,Y,
vC-705564,Y,
Mn-235402,Y,
Lm-875962,Y,
tR-378759,N,Merchant account blocks the transaction
Pc-195277,Y,
sO-394606,N,Incorrect Pin
Lk-522889,Y,
qn-807693,Y,
EC-690898,N,Credit or debit card is expired 
Pg-923024,Y,
wL-434537,Y,
px-622011,Y,
zb-442776,N,The billing address is invalid 
OS-981124,Y,
pm-152024,Y,
eI-386380,Y,
mj-802531,Y,
cA-077958,Y,
oc-560901,N,Merchant account blocks the transaction
KM-868564,N,Merchant account blocks the transaction
Jk-669462,Y,
rr-542425,Y,
Ev-096188,N,Merchant account blocks the transaction
lA-470912,Y,
Dz-567868,Y,
Oa-920820,Y,
aF-903280,Y,
Df-475029,Y,
Wz-073438,Y,
Fg-179526,Y,
sl-542052,Y,
lC-604392,Y,
BJ-240151,Y,
ak-417023,Y,
pU-374451,Y,
jt-085024,Y,
zo-354683,N,The consumers account is suspended or closed 
iV-537746,Y,
sr-565959,N,Merchant account blocks the transaction
xO-618582,Y,
wK-152999,Y,
PF-326215,N,The payment gateway does not support
Qo-071253,Y,
Qj-151309,Y,
zn-801083,Y,
SZ-378002,Y,
bt-214145,Y,
vr-225620,N,The payment gateway does not support
yE-354157,Y,
zI-063971,Y,
ie-272793,Y,
pc-470604,N,The consumers account is suspended or closed 
be-322052,Y,
Lw-570236,Y,
aE-759955,Y,
GJ-963455,Y,
mx-541343,Y,
Rv-438017,Y,
Xq-283340,N,The consumers account is suspended or closed 
Xn-632621,Y,
Kh-097420,Y,
JI-958867,Y,
wK-182677,Y,
XV-951563,Y,
Mu-806785,Y,
oz-736662,Y,
pZ-512532,Y,
Dw-679836,Y,
ys-529421,Y,
Ar-781752,Y,
pn-239589,N,Incorrect Pin
zz-050793,Y,
Iy-759960,Y,
Tf-288693,Y,
dH-579586,Y,
sx-570581,Y,
gg-648813,Y,
wW-381208,Y,
ie-829196,Y,
bW-163975,N,Merchant account blocks the transaction
Gs-350109,Y,
RA-435256,Y,
wP-601814,Y,
lx-044491,Y,
kx-068435,Y,
tG-379111,N,Credit or debit card is expired 
uO-737964,N,Credit or debit card is expired 
ie-357091,Y,
zi-235882,N,The payment gateway does not support
nU-523872,Y,
cv-714696,N,Incorrect Pin
gF-623385,N,The payment gateway does not support
by-819989,Y,
HV-820515,Y,
mX-952558,Y,
zw-371173,Y,
qi-522843,Y,
bk-637367,N,Incorrect Pin
Rs-561337,Y,
Qf-802351,N,The billing address is invalid 
kc-607931,Y,
My-016431,Y,
Sb-490917,Y,
wd-229341,N,The consumers account is suspended or closed 
tm-449343,Y,
tA-600530,Y,
NB-070984,Y,
yY-650243,N,The consumers account is suspended or closed 
eH-717801,N,The billing address is invalid 
RV-700521,Y,
dy-629787,Y,
jo-612703,Y,
dK-403652,N,Credit or debit card is expired 
sz-783986,Y,
He-868997,Y,
QE-560462,N,The consumers account is suspended or closed 
YJ-026274,Y,
wQ-479963,Y,
eu-675638,N,Credit or debit card is canceled
mn-086357,Y,
JY-901843,Y,
QC-740685,Y,
IP-740866,Y,
LU-770421,Y,
DY-936071,N,Credit or debit card is expired 
yI-180209,Y,
lE-517856,N,The billing address is invalid 
Vi-766289,Y,
pR-491159,N,Credit or debit card is expired 
fs-720039,Y,
vd-867191,Y,
Nb-225666,Y,
XP-949625,Y,
Kb-665913,Y,
SA-215296,Y,
CY-252222,Y,
nq-774111,N,Merchant account blocks the transaction
nz-620096,Y,
qP-952051,Y,
Aa-201683,Y,
Mq-575998,Y,
iz-328269,Y,
PI-566616,Y,
nf-778388,Y,
dl-542078,N,The payment gateway does not support
uZ-077581,Y,
sv-645733,Y,
An-096136,N,Credit or debit card is canceled
Ik-843316,Y,
vb-297489,Y,
PZ-843102,Y,
hT-453161,Y,
MD-451493,Y,
hu-071283,Y,
Uh-172591,Y,
ja-444808,Y,
fh-126880,Y,
xW-595710,Y,
Zy-672357,Y,
Qu-113687,Y,
vE-720007,N,Credit or debit card is canceled
bR-375293,N,The payment gateway does not support
GW-999071,Y,
BY-129511,Y,
YI-182395,Y,
Rn-591008,Y,
kc-280284,Y,
gQ-640956,Y,
WO-628687,Y,
Qb-022656,Y,
fG-219847,Y,
db-902255,N,The consumers account is suspended or closed 
mW-108889,Y,
Js-328173,Y,
lu-169878,Y,
jB-051874,Y,
ni-074855,Y,
zq-926608,N,The payment gateway does not support
Cp-513209,Y,
CE-407623,Y,
rc-023108,N,Credit or debit card is expired 
ZU-075430,N,Merchant account blocks the transaction
Ad-820025,Y,
Aw-913424,N,Credit or debit card is canceled
MT-380499,Y,
na-041590,Y,
go-494061,Y,
Pz-701685,Y,
vG-189477,N,The consumers account is suspended or closed 
mu-148795,Y,
Ia-639273,N,Incorrect Pin
oN-385260,Y,
Az-573314,N,The billing address is invalid 
vg-334554,Y,
mt-131876,Y,
cd-788341,Y,
Qh-458768,Y,
ea-805186,Y,
sF-952749,Y,
fj-330166,N,Credit or debit card is expired 
bj-394083,Y,
zQ-893057,Y,
Lt-160349,Y,
Js-479162,Y,
GL-768000,Y,
hy-032083,Y,
up-963425,N,The billing address is invalid 
Jq-704909,Y,
Cq-869547,Y,
LV-443100,Y,
UX-588184,Y,
Ny-873119,Y,
cW-495393,N,The billing address is invalid 
eh-101015,Y,
Pp-316035,Y,
Hh-256259,Y,
qI-591231,Y,
ZT-127272,Y,
PY-756554,Y,
kl-948144,Y,
hU-512400,Y,
lM-373194,N,The payment gateway does not support
zo-747473,Y,
Vv-356849,Y,
vX-654046,Y,
Dw-096445,N,Credit or debit card is expired 
Vf-039573,Y,
KE-734765,Y,
nC-530027,Y,
Fy-219789,Y,
Mq-761542,N,The billing address is invalid 
eo-307389,N,Credit or debit card is expired 
jH-407161,Y,
DT-865134,Y,
ZE-907237,Y,
Em-503912,Y,
NR-210611,N,The billing address is invalid 
Qf-380787,Y,
Da-824632,N,Incorrect Pin
ji-636974,Y,
YU-119638,N,Incorrect Pin
KM-771663,Y,
QV-996036,Y,
sf-295661,N,The billing address is invalid 
jX-716189,Y,
Vg-085714,Y,
ze-851635,N,The payment gateway does not support
VG-273861,Y,
QM-971472,Y,
nB-990068,N,Merchant account blocks the transaction
qN-323088,Y,
ba-471592,Y,
bd-544858,Y,
gP-584327,Y,
Oh-904481,Y,
bi-529738,Y,
Wa-658498,Y,
sE-836313,Y,
pL-394300,Y,
bQ-907212,N,Merchant account blocks the transaction
Yo-035412,N,The payment gateway does not support
Fj-755178,Y,
wv-048142,N,Incorrect Pin
bj-503577,Y,
Bk-016675,Y,
wN-974935,Y,
Tp-411524,Y,
wD-014908,Y,
WY-345064,Y,
CB-650632,Y,
Hl-814294,Y,
Ln-167080,Y,
aU-025226,N,The consumers account is suspended or closed 
lH-139998,N,Credit or debit card is canceled
kk-359918,N,Merchant account blocks the transaction
JW-762195,Y,
Kl-011716,Y,
LY-875127,Y,
Ly-927617,Y,
Ig-119931,Y,
us-750804,Y,
IE-766095,Y,
tQ-001928,N,Incorrect Pin
qe-361700,Y,
ge-546338,Y,
jX-034362,Y,
gO-198988,Y,
nx-837549,N,Credit or debit card is expired 
pv-704077,Y,
si-170093,N,The payment gateway does not support
CM-813757,Y,
Mg-631131,Y,
jY-517791,Y,
uV-036404,Y,
HN-643673,Y,
He-074138,Y,
IK-855528,Y,
zj-885322,Y,
Gh-580709,Y,
bK-333922,N,The consumers account is suspended or closed 
NG-038073,N,The consumers account is suspended or closed 
wN-502404,Y,
VO-242058,Y,
kK-169645,Y,
Ur-932478,Y,
eU-666307,Y,
zM-459500,Y,
Im-037931,Y,
eI-544293,Y,
UG-837969,Y,
HX-770649,Y,
yE-762907,Y,
pG-693563,N,Merchant account blocks the transaction
Bv-341541,Y,
cz-703563,Y,
OX-912423,Y,
oI-711299,Y,
cP-546061,N,Merchant account blocks the transaction
Hv-259229,Y,
ZF-980627,Y,
Ga-377277,Y,
Uz-796358,Y,
rL-967909,Y,
ub-692404,Y,
EG-368131,Y,
JO-513190,Y,
Yc-028118,Y,
KY-176121,Y,
Xe-715802,Y,
Xn-263045,Y,
sF-964213,Y,
uL-554854,Y,
sm-456960,Y,
zF-361039,N,Credit or debit card is expired 
Uc-030274,N,Credit or debit card is canceled
rW-752113,Y,
Ms-372423,Y,
Iy-161053,N,Credit or debit card is expired 
Ld-955400,Y,
qe-799781,Y,
ww-865473,Y,
mz-636306,Y,
qY-536843,Y,
In-425199,Y,
sy-742335,Y,
iG-888634,Y,
Lo-404038,Y,
Vr-249355,Y,
gp-260919,N,The payment gateway does not support
Rs-524390,Y,
UY-194506,Y,
EB-376977,N,Credit or debit card is expired 
Jg-222852,Y,
qq-049594,Y,
Ez-997385,N,Incorrect Pin
Qq-079436,N,The billing address is invalid 
PM-837882,N,Merchant account blocks the transaction
wU-984533,Y,
AQ-387178,Y,
Cg-789760,Y,
Av-086520,Y,
jP-797355,Y,
Bg-222845,Y,
Ie-444829,Y,
qC-429236,N,The payment gateway does not support
Jv-589153,Y,
sY-454852,Y,
Dn-942009,Y,
ZR-894397,Y,
uq-232971,N,Merchant account blocks the transaction
bP-375323,Y,
Id-133785,Y,
nE-151845,Y,
tz-786670,Y,
kP-904062,Y,
bY-168576,Y,
zW-801896,Y,
vZ-180561,Y,
Mr-984695,N,Merchant account blocks the transaction
vs-564717,Y,
WZ-243233,Y,
Wc-578992,Y,
zD-722460,Y,
GH-946836,N,The payment gateway does not support
rY-855221,N,Merchant account blocks the transaction
yN-608047,Y,
Ju-382526,N,Merchant account blocks the transaction
mX-671499,Y,
zI-406486,N,Credit or debit card is canceled
pP-627540,Y,
GZ-405920,Y,
qh-096988,Y,
HA-473200,Y,
xh-435369,Y,
As-141895,Y,
Ci-784309,Y,
GF-604989,Y,
Ue-083872,N,The payment gateway does not support
bo-536088,Y,
Bd-940766,Y,
mm-430343,Y,
Lr-098580,N,The billing address is invalid 
dt-846529,Y,
AC-205681,Y,
Ww-356094,Y,
Kd-825296,Y,
It-471585,Y,
sO-386651,Y,
iY-773878,Y,
lk-305161,N,The payment gateway does not support
UK-465010,N,The consumers account is suspended or closed 
Ex-604204,Y,
JG-420430,N,Credit or debit card is expired 
NL-868809,Y,
hD-328000,Y,
zA-967658,Y,
MK-152772,Y,
wy-090449,Y,
HI-986994,N,Credit or debit card is canceled
pS-097125,Y,
kr-179145,Y,
vY-681538,Y,
xp-893004,N,Credit or debit card is canceled
nN-848755,Y,
il-590554,Y,
ZF-643503,Y,
Ig-630110,Y,
hk-853095,Y,
fN-974092,N,The consumers account is suspended or closed 
Kx-175948,Y,
Or-678312,Y,
eZ-710658,Y,
ZM-519109,Y,
rl-700036,Y,
dF-717860,Y,
lM-774445,Y,
nR-006844,Y,
mB-486675,Y,
GR-765165,Y,
nY-657574,Y,
yI-775743,Y,
go-984734,N,The billing address is invalid 
Uv-461653,Y,
Gy-209590,Y,
RQ-677341,N,Merchant account blocks the transaction
yu-900453,Y,
Qw-983060,Y,
wb-476853,Y,
WZ-917894,Y,
uE-715284,Y,
bX-306428,Y,
UA-573580,Y,
KJ-118083,N,The billing address is invalid 
Br-980154,N,The payment gateway does not support
aE-860106,N,The consumers account is suspended or closed 
Kv-856157,Y,
kU-153374,Y,
nV-580970,N,Credit or debit card is expired 
sq-076325,Y,
FL-957245,Y,
tB-081290,Y,
Ic-919430,Y,
Da-741758,Y,
Te-084650,Y,
tF-942056,N,Credit or debit card is canceled
PE-694122,Y,
Tl-905406,Y,
Cf-848177,Y,
dA-043421,Y,
bv-255460,Y,
nl-802994,N,Merchant account blocks the transaction
mb-796556,Y,
nR-739127,Y,
jg-420511,N,Credit or debit card is canceled
Ij-856087,N,Credit or debit card is canceled
Wy-389952,Y,
sD-590112,Y,
jJ-926790,Y,
MN-050732,Y,
hH-789975,Y,
HL-267374,Y,
JR-275473,Y,
yg-594244,Y,
BN-986884,Y,
TV-626908,Y,
uI-484240,Y,
Lx-302319,Y,
KJ-726078,Y,
di-487678,Y,
dT-723621,Y,
sz-279440,Y,
aY-772556,Y,
Ku-140871,Y,
oB-056527,N,Credit or debit card is expired 
XH-528516,N,Merchant account blocks the transaction
Aw-577247,Y,
Tw-243743,N,Credit or debit card is expired 
zq-641062,Y,
vN-415323,N,Credit or debit card is expired 
rr-543850,Y,
wT-940980,Y,
ID-827881,Y,
EL-388044,Y,
zT-687443,N,Credit or debit card is canceled
gl-985580,Y,
jL-703635,N,The consumers account is suspended or closed 
TH-481315,Y,
Hi-618171,N,Credit or debit card is canceled
un-524503,N,Credit or debit card is expired 
oA-981994,Y,
YI-887968,Y,
fI-963773,Y,
yc-706924,Y,
lg-972179,Y,
Pr-365968,Y,
hM-113284,N,The consumers account is suspended or closed 
sL-695806,Y,
Rd-127008,Y,
Ph-421946,Y,
ss-940305,Y,
SX-618834,Y,
gf-673070,Y,
pA-100232,Y,
Jf-208408,Y,
Kn-976147,Y,
EV-108714,Y,
Aw-296960,Y,
Ov-149613,Y,
LW-527416,Y,
tF-733970,N,The consumers account is suspended or closed 
QP-109137,N,The consumers account is suspended or closed 
Ew-285112,Y,
em-889998,Y,
Zm-675857,N,Credit or debit card is expired 
zr-629073,Y,
ut-047461,N,The consumers account is suspended or closed 
Ov-795255,Y,
eD-144070,Y,
BD-934185,Y,
FT-847703,Y,
Ru-639420,Y,
RL-272864,N,Credit or debit card is canceled
HC-721170,Y,
vA-051791,N,Incorrect Pin
tI-095773,Y,
Dn-842329,N,Merchant account blocks the transaction
uq-039779,Y,
ZR-615573,Y,
XY-225860,Y,
Qa-351556,Y,
XT-360461,Y,
Hg-560143,Y,
Jv-258284,Y,
UA-975447,Y,
sL-599419,Y,
Ed-237416,Y,
LA-036012,N,The billing address is invalid 
XC-808934,Y,
be-165549,Y,
By-152977,Y,
qA-663643,Y,
HM-961101,Y,
Dr-555403,N,The consumers account is suspended or closed 
mX-771437,Y,
AL-478953,N,Merchant account blocks the transaction
UH-203078,Y,
KP-122996,N,The consumers account is suspended or closed 
GK-409612,N,The billing address is invalid 
Dq-079873,N,Credit or debit card is expired 
YD-197736,Y,
tB-931747,Y,
Fc-093729,Y,
ky-555061,Y,
Rw-187581,N,The billing address is invalid 
vq-073615,Y,
EA-408703,Y,
LB-481780,Y,
DH-775381,N,Merchant account blocks the transaction
Wh-165699,Y,
rG-277328,Y,
Fr-662689,Y,
rl-748755,Y,
qj-468616,Y,
Kg-376040,Y,
Uf-726456,N,The billing address is invalid 
zs-144573,N,The payment gateway does not support
Jw-323046,N,Credit or debit card is expired 
kx-605125,Y,
